"TimePeriod","GeoTypeDesc","GeoID","GeoRank","Geography","Mean ppb","10th percentile ppb","90th percentile ppb"
"Annual Average 2016","UHF 42","308","4","Greenwich Village - SoHo","25.9","23.9","27.4"
"Annual Average 2016","UHF 42","309","4","Union Square - Lower East Side","24.5","21.1","27.9"
"Annual Average 2016","UHF 42","310","4","Lower Manhattan","26.1","24.6","27.6"
"Annual Average 2016","UHF 42","401","4","Long Island City - Astoria","20.9","19.2","22.0"
"Annual Average 2016","UHF 42","402","4","West Queens","20.5","19.1","21.7"
"Annual Average 2016","UHF 42","403","4","Flushing - Clearview","18.2","16.4","20.0"
"Annual Average 2016","UHF 42","404","4","Bayside - Little Neck","16.4","13.9","19.0"
"Annual Average 2016","UHF 42","405","4","Ridgewood - Forest Hills","18.6","15.7","20.9"
"Annual Average 2016","UHF 42","406","4","Fresh Meadows","18.1","16.4","19.4"
"Annual Average 2016","UHF 42","407","4","Southwest Queens","17.8","16.1","19.3"
"Annual Average 2016","UHF 42","408","4","Jamaica","17.6","15.9","19.4"
"Annual Average 2016","UHF 42","409","4","Southeast Queens","16.2","14.6","17.7"
"Annual Average 2016","UHF 42","410","4","Rockaways","11.7","9.5","13.3"
"Annual Average 2016","UHF 42","501","4","Port Richmond","17.5","15.3","18.9"
"Annual Average 2016","UHF 42","502","4","Stapleton - St. George","14.9","11.6","17.7"
"Annual Average 2016","UHF 42","503","4","Willowbrook","14.1","11.4","16.9"
"Annual Average 2016","UHF 42","504","4","South Beach - Tottenville","11.5","9.3","13.5"
"Annual Average 2015","UHF 42","101","4","Kingsbridge - Riverdale","17.8","15.3","21.2"
"Annual Average 2015","UHF 42","102","4","Northeast Bronx","19.5","18.2","20.7"
"Annual Average 2015","UHF 42","103","4","Fordham - Bronx Pk","19.8","16.0","22.5"
"Annual Average 2015","UHF 42","104","4","Pelham - Throgs Neck","19.4","16.4","21.8"
"Annual Average 2015","UHF 42","105","4","Crotona -Tremont","21.8","20.0","23.5"
"Annual Average 2015","UHF 42","106","4","High Bridge - Morrisania","22.3","21.2","23.5"
"Annual Average 2015","UHF 42","107","4","Hunts Point - Mott Haven","20.9","18.3","22.8"
"Annual Average 2015","UHF 42","201","4","Greenpoint","21.7","20.1","23.4"
"Annual Average 2015","UHF 42","202","4","Downtown - Heights - Slope","21.9","19.7","23.8"
"Annual Average 2015","UHF 42","203","4","Bedford Stuyvesant - Crown Heights","20.8","19.8","22.0"
"Annual Average 2015","UHF 42","204","4","East New York","19.1","16.3","20.8"
"Annual Average 2015","UHF 42","205","4","Sunset Park","19.7","16.2","22.3"
"Annual Average 2015","UHF 42","206","4","Borough Park","19.7","18.6","20.8"
"Annual Average 2015","UHF 42","207","4","East Flatbush - Flatbush","19.7","18.4","21.3"
"Annual Average 2015","UHF 42","208","4","Canarsie - Flatlands","16.5","12.2","19.2"
"Annual Average 2015","UHF 42","209","4","Bensonhurst - Bay Ridge","18.6","15.6","20.8"
"Annual Average 2015","UHF 42","210","4","Coney Island - Sheepshead Bay","17.1","14.6","19.0"
"Annual Average 2015","UHF 42","211","4","Williamsburg - Bushwick","21.3","20.6","21.9"
"Annual Average 2015","UHF 42","301","4","Washington Heights","21.1","17.8","23.7"
"Annual Average 2015","UHF 42","302","4","Central Harlem - Morningside Heights","23.1","21.6","24.5"
"Annual Average 2015","UHF 42","303","4","East Harlem","23.0","21.1","24.2"
"Annual Average 2015","UHF 42","304","4","Upper West Side","23.9","22.0","25.3"
"Annual Average 2015","UHF 42","305","4","Upper East Side","25.7","21.0","29.1"
"Annual Average 2015","UHF 42","306","4","Chelsea - Clinton","29.2","24.4","34.1"
"Annual Average 2015","UHF 42","307","4","Gramercy Park - Murray Hill","31.2","27.0","34.7"
"Annual Average 2015","UHF 42","308","4","Greenwich Village - SoHo","26.3","24.1","27.8"
"Annual Average 2015","UHF 42","309","4","Union Square - Lower East Side","24.8","21.2","28.5"
"Annual Average 2015","UHF 42","310","4","Lower Manhattan","26.6","24.9","28.1"
"Annual Average 2015","UHF 42","401","4","Long Island City - Astoria","21.4","19.6","22.5"
"Annual Average 2015","UHF 42","402","4","West Queens","21.1","19.7","22.3"
"Annual Average 2015","UHF 42","403","4","Flushing - Clearview","19.1","17.3","20.8"
"Annual Average 2015","UHF 42","404","4","Bayside - Little Neck","17.3","14.8","19.9"
"Annual Average 2015","UHF 42","405","4","Ridgewood - Forest Hills","19.2","16.3","21.6"
"Annual Average 2015","UHF 42","406","4","Fresh Meadows","18.8","17.1","20.1"
"Annual Average 2015","UHF 42","407","4","Southwest Queens","18.7","17.0","20.2"
"Annual Average 2015","UHF 42","408","4","Jamaica","18.4","16.8","20.2"
"Annual Average 2015","UHF 42","409","4","Southeast Queens","17.2","15.6","18.6"
"Annual Average 2015","UHF 42","410","4","Rockaways","13.6","11.2","15.2"
"Annual Average 2015","UHF 42","501","4","Port Richmond","17.4","15.1","18.8"
"Annual Average 2015","UHF 42","502","4","Stapleton - St. George","15.3","12.1","18.0"
"Annual Average 2015","UHF 42","503","4","Willowbrook","14.2","11.6","17.0"
"Annual Average 2015","UHF 42","504","4","South Beach - Tottenville","11.9","9.7","13.9"
